User_ID,Age,Gender,Notification_Count,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Gaming_App_Usage_Hours,Physical_Activity_Hours_Week,Night_Time_Usage_Hours,Sleep_Hours,Digital_Wellbeing_Score,Awareness_Level
663,30,Male,71,4.54,24,0.23,2.22,7.6,7.6,8.19,78.36,High
664,50,Female,95,9.47,20,3.58,2.14,3.1,3.1,7.04,44.42,Low
665,51,Female,66,7.17,8,3.42,0.26,4.1,4.1,7.25,53.14,Medium
666,58,Female,75,9.01,7,3.33,2.1,2.1,2.1,8.23,54.95,Medium
667,52,Male,81,13.09,15,4.24,1.56,9.8,9.8,6.33,27.59,Low
668,18,Female,54,11.5,21,0.49,2.5,6.5,6.5,8.34,58.26,Medium
669,38,Male,98,4.22,24,0.28,2.49,9.3,9.3,6.03,85.44,High
670,23,Female,67,11.29,10,4.56,0.16,3,3,8.14,45.88,Medium
671,45,Male,74,11.2,11,2.38,3.5,7.8,7.8,8.22,34.12,Low
672,34,Female,55,10.18,19,2.3,3.52,7.7,7.7,5.31,42.32,Low
673,22,Male,20,5.43,5,3.55,1.13,6.9,6.9,8.11,61.85,Medium
674,48,Female,75,13.18,21,3.46,0.26,9.7,9.7,6.23,37.75,Low
675,22,Male,140,8.34,13,4.42,3.17,3.9,3.9,6.42,45.43,Medium
676,55,Male,99,9.51,26,4.49,4.27,1.3,1.3,7.39,59.74,Medium
677,20,Male,79,5.47,19,3.22,1.5,6.7,6.7,7.07,68.96,Medium
678,40,Male,73,10.35,23,1.43,1.46,7.3,7.3,9.5,83.89,High
679,54,Female,80,11.01,21,4.37,0.46,5.8,5.8,8,41.27,Low
680,54,Female,93,10,4,0.19,2.03,2.1,2.1,9.22,77.97,High
681,27,Male,50,5.39,10,1.22,0.06,5,5,9.11,81.3,High
682,27,Female,107,12.04,21,4.44,1.44,3.1,3.1,6.19,34.12,Low
683,36,Male,97,9.12,9,1.51,3.34,4.3,4.3,7.3,59.25,Medium
684,34,Male,97,7.06,29,1.15,2.47,6.5,6.5,9.13,88.95,High
685,38,Female,90,3.15,19,0.49,1.08,7.5,7.5,7.31,89.71,High
686,31,Male,80,8.57,8,4.41,2.07,2.3,2.3,9.17,62.22,Medium
687,26,Male,96,12.18,21,2.59,2.51,4.1,4.1,8.25,71.57,High
688,18,Female,94,10.15,26,3.54,0.44,2.7,2.7,7.22,53.98,Medium
689,30,Male,71,9.59,8,1.07,0.16,2,2,8.54,76.6,High
690,21,Male,65,12.15,4,3.49,4.16,7.8,7.8,8.54,57.05,Medium
691,18,Male,82,10.19,8,3.2,0.48,9.1,9.1,7.08,42.3,Low
692,57,Male,118,9.04,25,1,3.32,3.7,3.7,8.07,55.71,Medium
693,49,Female,49,12.3,7,2.54,4.31,7.5,7.5,7.08,46.55,Medium
694,51,Female,43,8.37,21,1.07,1.07,9,9,8.14,62.85,Medium
695,45,Female,84,8.53,22,4.28,1.18,8.5,8.5,8.18,60.87,Medium
696,48,Male,81,8.07,6,3.31,2.37,1.8,1.8,7.19,46.26,Medium
697,25,Male,84,9.14,24,4.37,4.02,9.6,9.6,8.06,45.14,Medium
698,56,Female,86,9.39,28,1.04,4.58,3.8,3.8,6.52,62.39,Medium
699,43,Male,74,12.43,19,3.46,3.04,3.4,3.4,7.37,30.72,Low
700,51,Male,117,10,13,3.21,0.12,0.6,0.6,8.15,78.45,High
701,20,Male,39,11.51,6,3.46,3.46,4.9,4.9,6.36,25.96,Low
702,29,Male,59,11.05,28,4.33,2.45,1.1,1.1,9.35,69.78,Medium
703,18,Female,77,11.21,15,1,2.3,2.5,2.5,6.26,45.73,Medium
704,22,Female,38,9.43,22,0.54,0.54,3.2,3.2,6.36,63.37,Medium
705,47,Female,75,11.23,28,3.54,0.15,8.1,8.1,5.57,48.57,Medium
706,47,Male,121,7.49,19,3.25,3.49,8.8,8.8,9.06,67.83,Medium
707,34,Female,80,8.09,11,2.42,2.31,3,3,6.26,49.09,Medium
708,40,Female,85,11.59,6,1.09,1.21,8.6,8.6,9.21,58.43,Medium
709,32,Male,48,10.55,25,2.29,1.28,8.6,8.6,5.25,51.18,Medium
710,54,Male,64,7.58,16,1.49,4.21,7.6,7.6,9.12,51.5,Medium
711,38,Female,70,8.45,21,2.17,3.42,1.5,1.5,7.4,50.56,Medium
712,31,Female,72,11.24,28,3.16,1.02,6.9,6.9,7.49,65.8,Medium
713,19,Female,112,12.38,5,3.25,0.53,9.5,9.5,7.27,58.25,Medium
714,28,Female,93,10.24,16,1.07,1.09,6.8,6.8,8.15,64.6,Medium
715,56,Male,52,8.02,10,2.46,4.41,3.3,3.3,8.1,62.33,Medium
716,55,Female,86,13.5,26,1.39,2.2,5,5,7.36,41.77,Low
717,51,Female,92,10.16,29,0.48,2.15,6.5,6.5,7.07,59.55,Medium
718,55,Male,108,13.13,3,3.11,2.11,5.1,5.1,7.05,24.16,Low
719,51,Female,119,6.28,12,4.26,1.01,1.2,1.2,8.15,64.35,Medium
720,35,Male,54,12.39,20,1.07,4.4,3.1,3.1,7,37.13,Low
721,47,Male,59,11.01,18,3.24,2.23,8,8,7.09,38.87,Low
722,32,Male,48,9.44,10,4.45,0.34,8.6,8.6,6.12,41.3,Low
723,44,Female,74,9.24,3,4.03,0.55,1.4,1.4,6.04,39.47,Low
724,51,Female,91,5.38,14,0.32,2.29,9.5,9.5,8.29,69.45,Medium
725,55,Male,104,11.08,10,4,4.56,3.3,3.3,7.37,23.92,Low
726,50,Female,78,7.53,26,1.18,1.29,6.6,6.6,7.22,67.39,Medium
727,41,Female,72,6.51,18,1.3,4.46,7.5,7.5,8.33,75.91,High
728,32,Male,83,10.02,20,0.15,3.34,8.1,8.1,8.37,69.86,Medium
729,47,Male,59,13.45,6,2.13,1.18,9.5,9.5,6.05,31.59,Low
730,59,Female,132,12.03,8,0.52,0.49,3.1,3.1,6.07,46.75,Medium
731,34,Male,39,13.25,14,1.47,0.07,8.6,8.6,7.07,42.76,Low
732,22,Female,84,11.3,29,1.04,3.25,1.3,1.3,6.28,55.92,Medium
733,46,Female,130,7.03,11,4.4,1.48,7.1,7.1,8.18,57.37,Medium
734,21,Female,80,6.39,17,4.25,1.39,7.4,7.4,7.02,64.5,Medium
735,27,Female,75,11.38,18,1.27,2.06,6.8,6.8,9.22,75.8,High
736,34,Male,71,8.05,26,4.01,3.29,2.5,2.5,9.1,72.38,High
737,27,Male,75,8.37,14,4.49,0.06,8.7,8.7,8.15,55.4,Medium
738,34,Male,114,8.14,26,3.05,2.02,1.7,1.7,9.22,73.5,High
739,37,Male,24,6.05,25,0.08,2,0.5,0.5,9.32,74.67,High
740,41,Female,118,13.17,16,3.32,2.35,7.2,7.2,7.34,29.19,Low
741,22,Female,44,10.08,15,4.4,4.24,4.8,4.8,6.1,43.75,Low
742,51,Male,73,12.41,27,3.24,0.36,8.5,8.5,6.01,44.32,Low
743,23,Female,69,8.35,4,1.47,4,3.8,3.8,7.15,43.14,Low
744,19,Female,94,10.25,5,2.12,3.14,1.7,1.7,8.26,58.12,Medium
745,30,Female,40,8.01,28,3.08,2.36,8.4,8.4,8.11,65.04,Medium
746,28,Male,91,6.39,26,2.52,3.12,5.5,5.5,7.57,75.09,High
747,40,Male,130,11.08,24,0.12,2.39,1.9,1.9,8.28,76.02,High
748,33,Male,45,9.36,12,1.3,0.07,7.2,7.2,6.49,56.69,Medium
749,48,Female,84,10.58,11,4.4,3.04,5.1,5.1,8.22,63.61,Medium
750,28,Male,63,9.56,28,4.1,2.59,6,6,7.27,67.37,Medium
751,33,Male,90,8.17,22,0.03,3.08,4.6,4.6,7.33,71.68,High
752,25,Male,80,13.11,10,4.33,1,8.3,8.3,5.45,26.28,Low
753,21,Male,63,12.2,12,1.37,4.35,8.3,8.3,6.04,36.13,Low
754,57,Male,92,10.52,21,3.45,2.34,7.1,7.1,8.16,41.01,Low
755,21,Male,125,9.08,5,3.03,0.01,1.1,1.1,7.38,71.44,High
756,42,Female,75,11.21,26,4.37,2.39,8.4,8.4,9.32,37.09,Low
757,20,Female,97,11.2,7,4.18,3.22,6.7,6.7,7.21,25.36,Low
758,49,Male,47,8.26,5,1.05,3.08,7,7,7.41,48.64,Medium
759,20,Male,56,13.56,28,4.33,2.33,3.6,3.6,6.18,29.88,Low
760,44,Female,91,11.54,29,0.17,4.45,8.8,8.8,8.27,71.44,High
761,46,Female,117,13.05,18,3.12,1.13,7.3,7.3,6.08,35.35,Low
762,49,Male,88,12.26,19,3.4,2.03,1.1,1.1,7.16,34.77,Low
763,36,Male,72,9.14,17,3.22,4.29,4.1,4.1,9.5,67.22,Medium
764,38,Male,79,6.33,5,1.18,4.3,8.9,8.9,7.47,51.34,Medium
765,22,Male,48,13.11,14,4.44,3.37,0.5,0.5,7.45,20.47,Low
766,35,Female,95,9.1,11,0.1,4.1,9.6,9.6,7.57,73.89,High
767,45,Male,102,8.56,23,0,0.34,6.8,6.8,7.19,69.98,Medium
768,59,Male,68,13.52,14,3.23,4.07,6.3,6.3,8.29,21.83,Low
769,39,Male,68,8.06,28,2.53,1.02,2.7,2.7,7.19,61.69,Medium
770,38,Male,86,6.05,17,4.06,0.13,2.5,2.5,9.49,70.54,High
771,23,Female,69,8.44,4,1.24,1.59,9.4,9.4,8.2,51.34,Medium
772,18,Female,78,10.28,25,0.2,2.12,3,3,7.58,84.39,High
773,22,Female,132,8.34,20,4.14,1.44,7.8,7.8,8.32,52.41,Medium
774,58,Male,73,8.02,22,2,1.31,3.9,3.9,9.1,85,High
775,29,Male,71,8.27,14,0.11,0.33,1.4,1.4,8.16,65.9,Medium
776,43,Female,63,11.07,25,3.57,1.44,0.1,0.1,6.11,56.24,Medium
777,51,Male,98,10.45,6,2.06,2.18,5.4,5.4,6.35,39.74,Low
778,31,Male,75,9.01,25,3.14,2.58,9.8,9.8,7.35,49.18,Medium
779,43,Female,63,8.59,18,2.2,1.37,3.7,3.7,7.15,54.8,Medium
780,44,Female,113,9.53,25,4.18,3.15,3.6,3.6,7.57,41.13,Low
781,26,Female,115,9.35,18,4.59,4.01,3.4,3.4,8.28,59.1,Medium
782,43,Female,64,11.24,3,3.28,3.39,5.2,5.2,6.23,38.23,Low
783,39,Male,33,7.12,24,0.24,1.16,4.4,4.4,8.28,85.46,High
784,47,Male,105,13.52,27,4.32,3.54,8.8,8.8,7.36,25.74,Low
785,34,Female,62,5.32,4,3.48,0.33,5.1,5.1,9.15,71.91,High
786,43,Male,99,10,5,3.31,0.41,5.1,5.1,8.39,54.02,Medium
787,53,Female,30,10.25,28,1.48,1.59,1.4,1.4,8.03,56.27,Medium
788,18,Female,102,9.24,23,4.34,4.15,9.8,9.8,8.33,48.18,Medium
789,25,Male,49,12.01,27,3.43,1.37,2.5,2.5,8.11,77.78,High
790,52,Female,98,9.58,22,0.37,0.59,0.7,0.7,6.36,68.8,Medium
791,32,Male,80,9.39,19,2.25,0.01,6.6,6.6,7.44,56.45,Medium
792,39,Male,56,10.1,22,4.1,4.01,6,6,7.15,35.1,Low
793,31,Male,69,11.33,24,0.34,3.25,4.2,4.2,8.31,71.7,High
794,43,Male,97,8.48,23,4.07,1.12,4.2,4.2,6.21,50.77,Medium
795,45,Female,82,10.27,3,3.45,2.55,7.9,7.9,7.05,45.37,Medium
796,40,Male,94,9.38,22,3.13,2.46,2,2,8.34,46.67,Medium
797,31,Female,129,8.39,8,1.09,3.3,8.2,8.2,7.21,48.88,Medium
798,41,Female,40,7.34,17,1.01,1.59,6.5,6.5,8.34,63.15,Medium
799,19,Female,120,9.53,28,4.45,4.33,4.2,4.2,8.24,56.19,Medium
800,43,Female,82,3.21,28,1.08,1.38,4.6,4.6,8.32,91.3,High
801,31,Male,57,7.19,16,3.02,3.02,2.6,2.6,9.12,63.64,Medium
802,24,Male,46,12.39,22,1.2,0.07,7.5,7.5,8.12,87.63,High
803,20,Female,75,8.16,17,0.25,1.22,5.1,5.1,8.04,71.56,High
804,40,Female,103,10.07,16,0.07,1.13,3.2,3.2,7.25,63.64,Medium
805,35,Male,76,7.51,27,2.47,2.55,6,6,8.07,74.39,High
806,55,Female,117,13.04,23,4.01,0.54,10,10,6.3,36.13,Low
807,52,Male,43,5.06,26,1.05,3.26,4.4,4.4,8.45,83.67,High
808,32,Female,79,11.32,27,1.27,1.53,9.2,9.2,6.42,52.89,Medium
809,42,Male,48,9.57,28,1.52,3.28,3.5,3.5,8.07,53.29,Medium
810,54,Female,89,7.41,7,2.28,4.38,0.5,0.5,7.38,51.12,Medium
811,45,Female,102,9.57,8,2.25,2.52,2,2,8.13,71.87,High
812,27,Male,69,9.19,19,4.24,3.38,4.2,4.2,7.17,38.26,Low
813,56,Female,20,6.18,13,2.11,3,2.2,2.2,9.13,56.27,Medium
814,34,Female,84,13.34,18,2.04,1.16,0,0,7.06,38.71,Low
815,56,Male,90,8.51,14,0.33,4.4,9.2,9.2,8.05,51.31,Medium
816,39,Female,90,13.42,17,4.47,1.29,8.4,8.4,5.3,27.31,Low
817,43,Male,110,5.03,25,1.36,2.52,7.4,7.4,8.24,78.27,High
818,42,Male,53,10.58,6,0.14,3.12,1.7,1.7,8.02,44.35,Low
819,34,Female,97,9.44,29,3.43,1.2,1.2,1.2,7.15,52.82,Medium
820,30,Female,109,10.42,20,2.35,1.18,0.7,0.7,8.19,49.1,Medium
821,37,Female,35,9.53,23,2.14,2.52,7.2,7.2,7.59,73.33,High
822,42,Female,87,9.08,5,2.42,4.18,9.3,9.3,8.27,36.44,Low
823,21,Female,67,9.18,24,3.47,4.56,4.3,4.3,9.25,47.51,Medium
824,27,Female,77,10.01,10,0.22,2.24,1.2,1.2,7.11,50.96,Medium
825,20,Female,88,8.01,25,4.05,3.21,5.1,5.1,7.32,56.18,Medium
826,58,Male,67,12.08,5,3.45,4.3,3.5,3.5,8.25,20.76,Low
827,35,Female,63,7.33,10,2.49,0.16,3.7,3.7,9.45,77.05,High
828,53,Male,80,11.39,20,2.43,1.54,6.2,6.2,6.37,44.08,Low
829,39,Female,52,12.16,12,1.58,3.22,7.2,7.2,6.34,35.35,Low
830,51,Female,52,11,27,3.42,4.31,1.1,1.1,7.02,36.33,Low
831,25,Male,96,7.24,22,2.44,4.09,0.4,0.4,6.34,52.29,Medium
832,57,Female,51,6.42,19,1.2,2.09,9.9,9.9,7.2,65.2,Medium
833,36,Female,96,13.39,10,2.22,0.35,2.3,2.3,6.09,36.13,Low
834,59,Male,91,7.24,25,4.42,2.07,0.5,0.5,7.37,65.95,Medium
835,58,Female,36,8.24,13,2.54,1.53,1.9,1.9,7.24,51.53,Medium
836,54,Female,63,9.38,7,4.15,1.51,0.4,0.4,7.28,37.53,Low
837,23,Female,109,10.34,28,1.46,3.19,3.9,3.9,8.19,51,Medium
838,43,Male,55,6.39,15,0.52,0.31,8,8,7.25,84.01,High
839,51,Female,68,9.49,23,1.59,4.49,3.4,3.4,8.26,46.87,Medium
840,23,Female,91,11.36,25,2.14,2.13,4.4,4.4,7.02,46.17,Medium
841,54,Female,99,5.09,7,1.24,2.49,6.8,6.8,8.25,75.78,High
842,50,Female,73,12.43,26,0.35,0.27,5.1,5.1,7.18,56.12,Medium
843,39,Male,65,11.57,29,4.1,1.45,8.6,8.6,7.38,78.33,High
844,38,Male,115,11.3,15,4.5,0.51,8.7,8.7,8.01,58.39,Medium
845,23,Female,123,8.41,8,3.14,4.52,0.1,0.1,8.43,62.19,Medium
846,23,Female,104,9.5,7,0.03,4.23,7.8,7.8,8.54,72.09,High
847,21,Male,82,12.11,11,0.2,2.14,4.6,4.6,7.31,44.19,Low
848,47,Male,59,12.02,29,0.12,1.21,9.9,9.9,9.5,82.27,High
849,28,Female,59,8.25,18,3.21,4.29,4.8,4.8,7.04,49.57,Medium
850,47,Male,93,6.36,4,4.18,1.03,9.9,9.9,7.56,59.15,Medium
851,48,Female,90,9.09,3,2.33,0.12,7.5,7.5,7.11,50.36,Medium
852,41,Male,115,8.58,10,0.13,2.58,2.5,2.5,7.17,55.51,Medium
853,26,Male,96,12.14,21,2.03,4.22,5.4,5.4,7.17,59.53,Medium
854,20,Male,42,12.05,13,1.47,0.07,9.9,9.9,9.08,71.89,High
855,48,Male,106,12.09,14,1.52,1.17,8.6,8.6,8.22,43.35,Low
856,57,Female,55,8.37,14,3.51,4.11,1,1,7.21,49.71,Medium
857,54,Male,70,9.02,9,3.45,0.54,7.1,7.1,7.1,51.3,Medium
858,53,Male,86,4.48,28,0.26,0.3,3.5,3.5,8.21,86.58,High
859,41,Female,129,11.46,15,0.28,2.13,0.1,0.1,6.34,48.36,Medium
860,48,Male,157,11.33,29,4.46,4.33,4,4,8.09,50.88,Medium
861,23,Male,95,7.15,10,1.27,2.17,2.3,2.3,7.59,57.27,Medium
862,19,Female,75,6.21,24,0.34,4.55,8.2,8.2,7.05,71.72,High
863,37,Male,93,13.18,28,0.07,3.33,3.4,3.4,8.16,45.97,Medium
864,45,Female,102,5.36,11,0.15,0.1,8.3,8.3,9.33,80.27,High
865,28,Female,71,11.3,9,1.41,4.4,0,0,6.31,33.94,Low
866,21,Female,124,12.05,28,4.35,2.11,3.1,3.1,7.26,57.46,Medium
867,32,Female,85,3.16,23,1.29,1.48,2.4,2.4,8.25,80.78,High
868,23,Male,92,11.22,26,2.17,2.14,2.3,2.3,7.08,47.05,Medium
869,47,Female,96,12,17,3.01,1.56,0.7,0.7,8.22,62.12,Medium
870,55,Male,90,12.53,4,2.48,0.3,1.9,1.9,8.23,35.21,Low
871,19,Male,100,12.15,25,4.12,0.48,5.6,5.6,6.54,40.17,Low
872,32,Male,64,12.05,22,4.03,2.57,2.9,2.9,6.05,32.77,Low
873,28,Male,66,5.28,27,0.25,4.28,4.2,4.2,7.24,86.1,High
874,25,Male,52,11.24,14,3.24,2.25,3.8,3.8,6.23,35.87,Low
875,43,Male,90,11.09,3,2.29,5.17,8.8,8.8,7.55,43.5,Low
876,22,Male,99,12.24,25,4.1,1.31,9.1,9.1,8.1,37.31,Low
877,23,Male,91,9.11,24,2.06,1.21,4.9,4.9,7.12,57.12,Medium
878,43,Male,121,11.14,10,4.3,0.37,3.3,3.3,7.01,35.6,Low
879,21,Male,79,7.58,7,3.43,0.16,1.1,1.1,7.35,51.39,Medium
880,36,Female,96,9.38,17,1.09,1.22,9.5,9.5,8.36,64.3,Medium
881,37,Female,52,6.36,3,2.38,3.23,0.6,0.6,9.5,63.03,Medium
882,50,Female,70,11.44,3,4.12,4.49,3,3,6.36,18.65,Low
883,37,Male,97,10.2,27,4.3,4.07,3,3,7.17,50.81,Medium
884,29,Female,101,7.46,12,0.06,1.4,3.2,3.2,8.22,64.66,Medium
885,18,Female,72,11.31,24,3.55,4.05,1.6,1.6,7.35,33.89,Low
886,43,Female,78,8.09,12,1.48,1.04,7.8,7.8,9.16,57.54,Medium
887,31,Male,42,8.03,23,0.41,0.43,1.2,1.2,8.49,87.8,High
888,55,Male,71,9.52,17,2.41,4.56,6.3,6.3,7,45.31,Medium
889,54,Male,102,10.05,19,1.55,3.28,1.2,1.2,8.05,60.95,Medium
890,28,Male,94,11.12,24,4.35,0.27,0.7,0.7,8.3,57.41,Medium
891,53,Female,92,4.06,8,1.19,2.1,9.1,9.1,9.37,78.4,High
892,30,Female,81,6.34,5,4.03,1.56,1.9,1.9,8.43,59.48,Medium
893,20,Female,80,10.01,15,0.53,3,8.2,8.2,9.12,71.15,High
894,50,Female,63,10.57,18,1.06,2.42,5.4,5.4,8.25,49.01,Medium
895,23,Male,97,6.46,10,1.53,4.18,0.8,0.8,9.45,72.19,High
896,27,Male,90,6.13,17,1,0.08,9.6,9.6,8.1,72.37,High
897,22,Male,92,13.14,19,0.43,1.26,2.5,2.5,6.4,46.4,Medium
898,40,Female,66,4.03,19,0.55,2.33,8.6,8.6,8.24,81.46,High
899,27,Male,26,9.01,24,2.44,2.43,1.7,1.7,8.41,59.21,Medium
900,19,Male,107,12.13,28,1.41,1.03,8.5,8.5,6.18,55.28,Medium
901,30,Female,68,13.5,15,2.46,3.35,0.1,0.1,7.17,27.92,Low
902,57,Female,58,10.47,19,1.58,4.17,5.1,5.1,7.01,42.23,Low
903,19,Male,97,10.07,8,4.12,4.14,7.7,7.7,7.01,27.39,Low
904,37,Male,70,11.49,19,4.54,4.5,9.3,9.3,8.2,25.06,Low
905,18,Male,106,6.58,18,2.21,4.12,9.1,9.1,8.07,53.48,Medium
906,54,Male,95,11.22,16,1.53,2.18,8.2,8.2,7.25,44.37,Low
907,26,Male,97,5.43,15,0.2,4.48,8.9,8.9,7.22,78.63,High
908,34,Male,45,13.17,8,4.21,1.05,2,2,7.12,25.36,Low
909,26,Female,110,6.3,5,0.27,1.47,2.8,2.8,8.07,64.15,Medium
910,28,Female,86,10.09,16,1.08,1.55,2.9,2.9,9.39,58.97,Medium
911,32,Female,70,11.39,16,1.25,2.11,3.8,3.8,7.58,70.36,High
912,41,Male,83,10.38,17,1.08,1.5,3.9,3.9,7.12,51.99,Medium
913,55,Female,35,10.17,10,0.14,4.36,5.4,5.4,8.35,72.75,High
914,52,Male,90,12.17,17,3.09,1.16,1.6,1.6,8.34,38.08,Low
915,47,Male,54,11.58,24,0.23,0.57,6.9,6.9,7.09,57.74,Medium
916,48,Female,46,9.25,29,3.57,2.22,1.7,1.7,8.21,71.13,High
917,22,Male,41,11.38,15,0.56,0.25,3.1,3.1,7.28,53.39,Medium
918,31,Male,107,11.16,19,0.41,0.28,5,5,7.38,56.82,Medium
919,28,Female,64,9.13,23,4.07,1.32,8,8,7.17,47.76,Medium
920,26,Female,118,5.3,26,0.23,2.59,7.4,7.4,8.26,75.46,High
921,51,Female,66,7.16,5,4.15,2.26,6.5,6.5,9.12,53,Medium
922,29,Male,37,7.47,8,2.48,4.24,1.6,1.6,7.03,54.95,Medium
923,52,Female,52,5.43,7,0.25,3.55,5.5,5.5,8.19,61.94,Medium
924,52,Female,110,12.59,24,4.26,2.54,0.9,0.9,6.05,30.97,Low
925,18,Male,76,6.17,28,1.36,1.09,3.8,3.8,9.09,86.97,High
926,57,Female,66,11.33,19,4.03,1.46,4.1,4.1,5.58,37.33,Low
927,39,Female,84,7.18,25,0.49,3.22,0.4,0.4,7.3,72.9,High
928,46,Female,92,7.36,27,4.23,0.2,2.7,2.7,8.1,59.19,Medium
929,25,Male,107,11.42,4,0.18,0.2,9.6,9.6,8.04,49.23,Medium
930,28,Male,116,12.39,28,2.35,3.42,9.5,9.5,6.59,39.03,Low
931,58,Male,71,11.55,17,3.59,2.12,3.5,3.5,7.27,58.34,Medium
932,54,Male,46,7.54,7,4.38,0.36,0.4,0.4,9.27,46.92,Medium
933,31,Female,69,9,28,4.09,1.32,1.8,1.8,6.41,60.96,Medium
934,47,Male,86,11.54,22,4.24,4.23,3.9,3.9,6.53,65.6,Medium
935,52,Male,55,11.36,8,4.17,4.43,9.5,9.5,8.2,47.13,Medium
936,38,Female,56,9.14,8,1.18,3.1,1.4,1.4,7.18,57.38,Medium
937,54,Female,88,10.51,29,1.35,2.16,7.6,7.6,7.1,69.11,Medium
938,22,Female,78,11.59,20,1.09,2.03,1.1,1.1,7.49,51.49,Medium
939,36,Male,80,8.05,20,1.32,4.46,9.8,9.8,8.19,59.21,Medium
940,31,Male,61,8.19,6,1.54,4.24,3.8,3.8,7.36,47.06,Medium
941,43,Male,74,8.39,19,2.49,1.29,7.8,7.8,6.54,63.08,Medium
942,21,Female,56,10.24,27,0.04,4.08,3.4,3.4,8.06,53.99,Medium
943,42,Female,102,12.12,16,3.46,0.2,6.3,6.3,7.2,39.21,Low
944,59,Male,105,7.17,16,0.48,1.19,1.9,1.9,7.35,66.72,Medium
945,42,Female,33,11.32,15,1.34,3.18,1.5,1.5,8.28,41.13,Low
946,35,Female,56,5.36,9,2.43,2.18,9.4,9.4,7.02,62.85,Medium
947,57,Female,42,8.44,14,3.33,4.11,9.2,9.2,6.01,39.91,Low
948,25,Male,63,5.41,25,3.32,0.36,8.9,8.9,7.13,68.6,Medium
949,56,Female,77,6.43,17,3.54,2.41,6.3,6.3,7.5,53.31,Medium
950,57,Female,43,10.01,21,0.2,4.16,8.1,8.1,7.19,50.77,Medium
951,31,Male,56,12.54,13,2.16,4.36,0.7,0.7,6.43,28.47,Low
952,49,Male,54,11.36,17,0.21,0.53,3.3,3.3,8.43,88.16,High
953,55,Female,85,9.41,14,1.47,1.47,3.1,3.1,6.09,52.44,Medium
954,50,Female,81,8.33,5,2.36,3.38,6.4,6.4,8.41,41.96,Low
955,40,Male,61,10.1,19,0.14,0.27,3.6,3.6,8.09,90.5,High
956,32,Male,92,8.15,5,1.34,4.4,1.5,1.5,9.26,60.44,Medium
957,50,Female,108,9.36,21,4.27,4.34,6,6,8.34,49.54,Medium
958,42,Female,119,11.11,22,4.06,0.46,8.1,8.1,8.4,72.01,High
959,34,Female,54,11.08,6,1.31,0.47,3.8,3.8,8.34,71.45,High
960,50,Female,59,5.16,5,0.1,0.17,1.3,1.3,8.23,76.76,High
961,19,Male,48,5.31,28,0.09,4.13,2,2,8.22,72.22,High
962,31,Female,74,12.02,18,1.08,0.34,2.4,2.4,8.02,56.42,Medium
963,57,Female,91,8.34,14,4.13,2.43,3,3,7.41,42.2,Low
964,57,Male,104,13.58,10,0.12,2.4,6.4,6.4,7.03,37.79,Low
965,56,Female,78,11.3,26,3.56,3.59,6,6,7.47,54.41,Medium
966,23,Male,72,10.45,19,0.24,0.06,7,7,8.08,60.83,Medium
967,23,Female,83,12.51,9,4.01,1.4,3.6,3.6,6.08,28.04,Low
968,20,Female,59,9.28,13,1.34,4.12,8.2,8.2,8.55,44.61,Low
969,24,Male,132,10.37,20,3.06,4.17,2,2,7.5,51.18,Medium
970,25,Male,39,10.28,3,1.2,3.36,4.7,4.7,6.21,38.68,Low
971,59,Female,84,8.55,5,3.17,0.12,8,8,8.07,66.44,Medium
972,32,Female,130,5.43,6,0.02,1.35,1.8,1.8,7.14,69.29,Medium
973,46,Female,80,8.56,15,0.41,3.3,1.1,1.1,8.29,54.77,Medium
974,50,Male,75,8.15,8,4.53,1.01,8.8,8.8,7.16,42.54,Low
975,47,Female,71,10.2,28,4.38,4.15,3.4,3.4,8.31,67.97,Medium
976,56,Male,75,13.43,16,4.4,3.08,6.8,6.8,5.37,21.42,Low
977,44,Male,114,10.46,7,3.48,0.08,0.3,0.3,6.57,40.87,Low
978,53,Female,24,10.52,18,4.1,4.37,6.9,6.9,5.43,41.19,Low
979,46,Male,118,13.09,17,0.38,4.1,3.2,3.2,5.27,36.82,Low
980,55,Female,44,12.12,17,1.23,0.53,0.6,0.6,8.16,69.41,Medium
981,50,Female,73,13.24,6,1.59,2.55,6.1,6.1,7.14,30.32,Low
982,54,Female,69,9.02,10,3.45,1.21,2.4,2.4,8.13,50.31,Medium
983,44,Female,94,3.25,29,1.18,1.32,3.9,3.9,7.4,88.44,High
984,50,Female,40,11.59,18,0.03,0.35,0.8,0.8,7.36,61.78,Medium
985,21,Male,91,9,18,2.25,2.44,1.5,1.5,7.15,49.72,Medium
986,39,Male,130,11.29,6,4.37,4.22,3,3,6.28,20.57,Low
987,19,Female,45,13.48,15,1.41,2.44,0.9,0.9,8.08,35.25,Low
988,27,Female,84,11.02,28,0.31,0.44,9.1,9.1,7.55,61.96,Medium
989,22,Male,63,8.44,15,0.38,3.33,0.1,0.1,7.06,55.24,Medium
990,27,Male,90,12.13,4,1.44,1.08,4.8,4.8,7.1,38.58,Low
991,50,Male,80,9.55,5,1.45,4.23,1.2,1.2,7.23,38.63,Low
992,55,Male,63,9.5,24,3.35,2.07,3.1,3.1,6.32,59.35,Medium
993,30,Female,92,12.49,10,3.39,0.06,9.3,9.3,6.43,35.44,Low
994,48,Female,125,9.34,26,3.36,0.35,1.6,1.6,7.5,77.71,High
